Date,ivol
1/9/2009,26.2981
2/9/2009,26.5187
3/9/2009,24.9949
4/9/2009,23.6592
8/9/2009,23.5027
9/9/2009,22.5565
10/9/2009,21.7527
11/9/2009,22.2008
14/9/2009,21.9475
15/9/2009,21.7
16/9/2009,21.5753
17/9/2009,21.7808
18/9/2009,22.0859
21/9/2009,22.3544
22/9/2009,21.6077
23/9/2009,22.006
24/9/2009,22.9427
25/9/2009,22.7715
28/9/2009,22.2452
29/9/2009,22.2118
30/9/2009,22.8968
1/10/2009,24.4405
2/10/2009,25.0134
5/10/2009,23.6906
6/10/2009,22.6713
7/10/2009,22.3959
8/10/2009,22.1502
9/10/2009,21.2622
12/10/2009,21.447
13/10/2009,21.2221
14/10/2009,20.8468
15/10/2009,20.2327
16/10/2009,20.0965
19/10/2009,19.8414
20/10/2009,20.0246
21/10/2009,19.8358
22/10/2009,19.4743
23/10/2009,20.5836
26/10/2009,21.9094
27/10/2009,21.6731
28/10/2009,23.405
29/10/2009,21.9407
30/10/2009,25.4935
2/11/2009,25.3015
3/11/2009,24.8688
4/11/2009,23.9503
5/11/2009,22.803
6/11/2009,21.9493
9/11/2009,20.7128
10/11/2009,20.7917
11/11/2009,20.8713
12/11/2009,22.1306
13/11/2009,21.5967
16/11/2009,21.2703
17/11/2009,20.9678
18/11/2009,20.6977
19/11/2009,20.9766
20/11/2009,20.1769
23/11/2009,19.2718
24/11/2009,18.9772
25/11/2009,18.9646
27/11/2009,21.4587
30/11/2009,21.5733
1/12/2009,20.1317
2/12/2009,19.9517
3/12/2009,20.2392
4/12/2009,20.2869
7/12/2009,20.6436
8/12/2009,21.3556
9/12/2009,21.0382
10/12/2009,20.6518
11/12/2009,20.1373
14/12/2009,19.8281
15/12/2009,20.1037
16/12/2009,19.5559
17/12/2009,20.1904
18/12/2009,20.1214
21/12/2009,18.873
22/12/2009,18.1055
23/12/2009,18.0325
24/12/2009,17.8456
28/12/2009,18.1839
29/12/2009,17.9931
30/12/2009,18.3521
31/12/2009,18.7773
4/1/2010,18.3525
5/1/2010,17.9484
6/1/2010,17.5003
7/1/2010,17.2519
8/1/2010,17.016
11/1/2010,17.1946
12/1/2010,18.0426
13/1/2010,16.868
14/1/2010,16.6517
15/1/2010,17.2933
19/1/2010,16.5155
20/1/2010,17.2581
21/1/2010,19.0226
22/1/2010,22.2729
25/1/2010,20.7434
26/1/2010,20.7785
27/1/2010,20.6969
28/1/2010,20.5606
29/1/2010,22.0926
1/2/2010,20.1942
2/2/2010,19.009
3/2/2010,19.4853
4/2/2010,22.6243
5/2/2010,22.8988
8/2/2010,22.8544
9/2/2010,22.1479
10/2/2010,22.2345
11/2/2010,21.4452
12/2/2010,21.6724
16/2/2010,20.1951
17/2/2010,19.651
18/2/2010,18.7246
19/2/2010,18.0555
22/2/2010,17.5154
23/2/2010,18.8972
24/2/2010,18.3262
25/2/2010,18.281
26/2/2010,17.5542
1/3/2010,17.5427
2/3/2010,17.3102
3/3/2010,17.1396
4/3/2010,17.1875
5/3/2010,16.1985
8/3/2010,16.32
9/3/2010,16.6646
10/3/2010,16.7755
11/3/2010,17.2127
12/3/2010,17.0208
15/3/2010,17.1639
16/3/2010,16.6066
17/3/2010,16.1736
18/3/2010,15.835
19/3/2010,16.248
22/3/2010,15.9295
23/3/2010,15.4258
24/3/2010,16.1613
25/3/2010,16.1354
26/3/2010,16.5297
29/3/2010,16.0214
30/3/2010,15.722
31/3/2010,15.9323
1/4/2010,16.0822
5/4/2010,15.4269
6/4/2010,14.8552
7/4/2010,15.3812
8/4/2010,14.813
9/4/2010,14.6617
12/4/2010,14.8813
13/4/2010,14.7796
14/4/2010,14.6443
15/4/2010,14.77
16/4/2010,15.927
19/4/2010,15.4732
20/4/2010,14.5279
21/4/2010,15.1356
22/4/2010,14.765
23/4/2010,14.8751
26/4/2010,15.5607
27/4/2010,17.7193
28/4/2010,17.6347
29/4/2010,16.1259
30/4/2010,18.103
3/5/2010,17.3969
4/5/2010,20.3327
5/5/2010,21.4693
6/5/2010,28.1073
7/5/2010,30.9173
10/5/2010,23.8689
11/5/2010,23.3664
12/5/2010,21.4556
13/5/2010,22.266
14/5/2010,26.3825
17/5/2010,25.6233
18/5/2010,27.3079
19/5/2010,27.9538
20/5/2010,32.5365
21/5/2010,34.2282
24/5/2010,29.9129
25/5/2010,29.6036
26/5/2010,28.6751
27/5/2010,25.1738
28/5/2010,25.2767
1/6/2010,27.7733
2/6/2010,25.2567
3/6/2010,24.7172
4/6/2010,29.0794
7/6/2010,30.0508
8/6/2010,28.6607
9/6/2010,28.2176
10/6/2010,25.8479
11/6/2010,25.5295
14/6/2010,24.6806
15/6/2010,22.6578
16/6/2010,23.0629
17/6/2010,22.8982
18/6/2010,20.9363
21/6/2010,22.0402
22/6/2010,23.0029
23/6/2010,23.7319
24/6/2010,25.6225
25/6/2010,24.6415
28/6/2010,24.6642
29/6/2010,29.5684
30/6/2010,28.9979
1/7/2010,29.2322
2/7/2010,27.4878
6/7/2010,27.5534
7/7/2010,24.4491
8/7/2010,23.7363
9/7/2010,23.0338
12/7/2010,23.4161
13/7/2010,22.4859
14/7/2010,23.4043
15/7/2010,23.6651
16/7/2010,25.5047
19/7/2010,24.0531
20/7/2010,22.568
21/7/2010,24.0388
22/7/2010,22.2359
23/7/2010,21.6496
26/7/2010,21.044
27/7/2010,20.8441
28/7/2010,21.6052
29/7/2010,21.2384
30/7/2010,21.3342
2/8/2010,19.5019
3/8/2010,20.0426
4/8/2010,20.0424
5/8/2010,20.3555
6/8/2010,20.6124
9/8/2010,20.223
10/8/2010,20.65
11/8/2010,23.3939
12/8/2010,23.7656
13/8/2010,24.3873
16/8/2010,24.7016
17/8/2010,22.9331
18/8/2010,22.7036
19/8/2010,24.1561
20/8/2010,24.138
23/8/2010,23.5795
24/8/2010,24.7116
25/8/2010,25.01
26/8/2010,25.355
27/8/2010,23.3606
30/8/2010,24.6996
31/8/2010,25.0456
1/9/2010,22.9018
2/9/2010,21.968
3/9/2010,20.4554
7/9/2010,21.9638
8/9/2010,21.6584
9/9/2010,21.1693
10/9/2010,20.5981
13/9/2010,20.084
14/9/2010,19.7777
15/9/2010,20.4254
16/9/2010,20.1602
17/9/2010,19.9551
20/9/2010,19.4277
21/9/2010,20.0104
22/9/2010,20.3612
23/9/2010,21.3304
24/9/2010,19.7515
27/9/2010,20.0267
28/9/2010,20.7833
29/9/2010,21.1061
30/9/2010,21.2789
1/10/2010,20.7597
4/10/2010,21.734
5/10/2010,20.0589
6/10/2010,20.3763
7/10/2010,20.4882
8/10/2010,19.5988
11/10/2010,19.7421
12/10/2010,19.1527
13/10/2010,18.9533
14/10/2010,19.9497
15/10/2010,19.3782
18/10/2010,18.4957
19/10/2010,20.1239
20/10/2010,18.5548
21/10/2010,18.4338
22/10/2010,17.8841
25/10/2010,17.8372
26/10/2010,18.5821
27/10/2010,19.1606
28/10/2010,19.0041
29/10/2010,18.9705
1/11/2010,19.8177
2/11/2010,19.1683
3/11/2010,17.7621
4/11/2010,16.6973
5/11/2010,16.6843
8/11/2010,16.5379
9/11/2010,16.9093
10/11/2010,16.6632
11/11/2010,16.6937
12/11/2010,17.9388
15/11/2010,17.7119
16/11/2010,19.734
17/11/2010,19.1801
18/11/2010,16.8972
19/11/2010,16.7153
22/11/2010,16.8948
23/11/2010,17.9651
24/11/2010,16.9248
26/11/2010,18.74
29/11/2010,18.8674
30/11/2010,20.0573
1/12/2010,18.9524
2/12/2010,17.4602
3/12/2010,16.2782
6/12/2010,16.2111
7/12/2010,16.2838
8/12/2010,16.0051
9/12/2010,15.7301
10/12/2010,15.5415
13/12/2010,15.9634
14/12/2010,16.2158
15/12/2010,16.4994
16/12/2010,16.3813
17/12/2010,15.5098
20/12/2010,15.2341
21/12/2010,15.2262
22/12/2010,14.9496
23/12/2010,15.7324
27/12/2010,16.4269
28/12/2010,16.4778
29/12/2010,16.0611
30/12/2010,16.3896
31/12/2010,16.5517
3/1/2011,16.0547
4/1/2011,16.0837
5/1/2011,15.4974
6/1/2011,15.9331
7/1/2011,15.8217
10/1/2011,15.9988
11/1/2011,15.5077
12/1/2011,15.2136
13/1/2011,15.2768
14/1/2011,14.2131
18/1/2011,14.3667
19/1/2011,15.5993
20/1/2011,15.6317
21/1/2011,15.5997
24/1/2011,15.0305
25/1/2011,15.1571
26/1/2011,14.2169
27/1/2011,13.9986
28/1/2011,16.3171
31/1/2011,16.052
1/2/2011,14.9001
2/2/2011,14.7957
3/2/2011,14.5474
4/2/2011,14.1039
7/2/2011,14.1045
8/2/2011,13.7814
9/2/2011,14.0493
10/2/2011,13.9796
11/2/2011,13.4788
14/2/2011,13.7604
15/2/2011,14.2498
16/2/2011,14.1884
17/2/2011,14.3171
18/2/2011,14.4483
22/2/2011,17.6364
23/2/2011,18.0345
24/2/2011,17.749
25/2/2011,16.3856
28/2/2011,15.9784
1/3/2011,17.3738
2/3/2011,17.695
3/3/2011,16.2887
4/3/2011,17.4893
7/3/2011,18.087
8/3/2011,17.3532
9/3/2011,17.7751
10/3/2011,19.3479
11/3/2011,18.1225
14/3/2011,19.0494
15/3/2011,20.0154
16/3/2011,23.0741
17/3/2011,21.4271
18/3/2011,20.2768
21/3/2011,18.1478
22/3/2011,17.7773
23/3/2011,16.8514
24/3/2011,16.1433
25/3/2011,16.3024
28/3/2011,16.4173
29/3/2011,16.2606
30/3/2011,15.753
31/3/2011,15.5859
1/4/2011,15.6379
4/4/2011,15.5028
5/4/2011,15.1479
6/4/2011,15.0796
7/4/2011,15.5661
8/4/2011,16.0559
11/4/2011,15.989
12/4/2011,16.3123
13/4/2011,15.6914
14/4/2011,15.19
15/4/2011,14.7997
18/4/2011,15.4529
19/4/2011,14.4521
20/4/2011,13.9803
21/4/2011,13.7052
25/4/2011,14.0888
26/4/2011,13.8582
27/4/2011,13.829
28/4/2011,13.1909
29/4/2011,13.5797
2/5/2011,14.2835
3/5/2011,15.0496
4/5/2011,15.1862
5/5/2011,16.5428
6/5/2011,15.8735
9/5/2011,15.1918
10/5/2011,14.1471
11/5/2011,15.0943
12/5/2011,14.5669
13/5/2011,15.0367
16/5/2011,15.6759
17/5/2011,15.7094
18/5/2011,14.5636
19/5/2011,14.1114
20/5/2011,14.5848
23/5/2011,15.5491
24/5/2011,15.3306
25/5/2011,14.9054
26/5/2011,14.433
27/5/2011,14.4867
31/5/2011,14.2629
1/6/2011,15.6371
2/6/2011,15.7639
3/6/2011,16.0324
6/6/2011,16.6004
7/6/2011,16.0814
8/6/2011,16.7399
9/6/2011,15.7495
10/6/2011,16.4571
13/6/2011,17.1242
14/6/2011,16.1483
15/6/2011,18.3351
16/6/2011,19.3122
17/6/2011,18.8353
20/6/2011,17.8137
21/6/2011,16.392
22/6/2011,16.4133
23/6/2011,17.4603
24/6/2011,18.2645
27/6/2011,17.3706
28/6/2011,16.7361
29/6/2011,15.2221
30/6/2011,14.6337
1/7/2011,13.9885
5/7/2011,14.4181
6/7/2011,14.8929
7/7/2011,14.3562
8/7/2011,14.969
11/7/2011,16.7608
12/7/2011,17.1009
13/7/2011,17.368
14/7/2011,18.0996
15/7/2011,17.4039
18/7/2011,18.1808
19/7/2011,16.6637
20/7/2011,16.5885
21/7/2011,15.6772
22/7/2011,15.5053
25/7/2011,16.7885
26/7/2011,17.1009
27/7/2011,19.0192
28/7/2011,19.5104
29/7/2011,20.1161
1/8/2011,19.2857
2/8/2011,20.3987
3/8/2011,20.245
4/8/2011,24.7357
5/8/2011,27.8537
8/8/2011,32.7335
9/8/2011,30.8621
10/8/2011,32.0596
11/8/2011,29.5805
12/8/2011,29.2908
15/8/2011,25.9167
16/8/2011,26.0541
17/8/2011,25.6417
18/8/2011,32.7595
19/8/2011,33.5936
22/8/2011,32.7766
23/8/2011,29.4576
24/8/2011,28.4369
25/8/2011,30.7099
26/8/2011,29.4935
29/8/2011,26.2575
30/8/2011,26.3591
31/8/2011,27.0341
1/9/2011,26.8382
2/9/2011,28.785
6/9/2011,30.0901
7/9/2011,27.7922
8/9/2011,28.66
9/9/2011,33.4712
12/9/2011,33.6573
13/9/2011,31.7553
14/9/2011,29.4149
15/9/2011,28.6267
16/9/2011,27.8298
19/9/2011,28.4603
20/9/2011,28.2228
21/9/2011,29.411
22/9/2011,35.8535
23/9/2011,34.27
26/9/2011,33.378
27/9/2011,31.3386
28/9/2011,33.2479
29/9/2011,34.6228
30/9/2011,35.648
3/10/2011,38.4792
4/10/2011,38.0498
5/10/2011,33.5486
6/10/2011,32.9445
7/10/2011,31.5188
10/10/2011,30.3444
11/10/2011,29.0254
12/10/2011,26.4952
13/10/2011,26.7033
14/10/2011,24.7036
17/10/2011,26.9474
18/10/2011,25.8944
19/10/2011,28.7986
20/10/2011,28.7072
21/10/2011,26.8892
24/10/2011,24.9448
25/10/2011,26.0361
26/10/2011,25.2501
27/10/2011,21.5831
28/10/2011,21.5109
31/10/2011,24.2295
1/11/2011,27.884
2/11/2011,26.7388
3/11/2011,24.938
4/11/2011,25.6847
7/11/2011,25.1649
8/11/2011,23.6589
9/11/2011,28.8535
10/11/2011,27.4028
11/11/2011,25.4333
14/11/2011,26.6605
15/11/2011,25.5992
16/11/2011,27.2535
17/11/2011,29.5234
18/11/2011,28.3304
21/11/2011,29.1122
22/11/2011,28.7487
23/11/2011,29.9646
25/11/2011,30.6643
28/11/2011,29.116
29/11/2011,27.7958
30/11/2011,25.0987
1/12/2011,24.3149
2/12/2011,24.4987
5/12/2011,25.1486
6/12/2011,24.9055
7/12/2011,26.1162
8/12/2011,27.3386
9/12/2011,24.6517
12/12/2011,25.9058
13/12/2011,25.2762
14/12/2011,25.5015
15/12/2011,24.4162
16/12/2011,24.2372
19/12/2011,24.4988
20/12/2011,22.2896
21/12/2011,21.5162
22/12/2011,21.0868
23/12/2011,20.8223
27/12/2011,20.9531
28/12/2011,22.3826
29/12/2011,21.6472
30/12/2011,21.9388
3/1/2012,21.2123
4/1/2012,20.5284
5/1/2012,19.9308
6/1/2012,19.3678
9/1/2012,19.4177
10/1/2012,18.9769
11/1/2012,19.1391
12/1/2012,19.0953
13/1/2012,19.8561
17/1/2012,19.8522
18/1/2012,18.6696
19/1/2012,18.1618
20/1/2012,17.2868
23/1/2012,16.9924
24/1/2012,17.0464
25/1/2012,16.2301
26/1/2012,17.1427
27/1/2012,16.4677
30/1/2012,17.2425
31/1/2012,17.2976
1/2/2012,16.5929
2/2/2012,16.2802
3/2/2012,15.4847
6/2/2012,15.8992
7/2/2012,15.6027
8/2/2012,15.9388
9/2/2012,16.255
10/2/2012,18.7119
13/2/2012,16.8452
14/2/2012,18.3401
15/2/2012,18.5834
16/2/2012,16.9112
17/2/2012,16.322
21/2/2012,16.6463
22/2/2012,16.2755
23/2/2012,15.1539
24/2/2012,15.3121
27/2/2012,15.4542
28/2/2012,15.7383
29/2/2012,15.7253
1/3/2012,15.3776
2/3/2012,15.2449
5/3/2012,15.7346
6/3/2012,17.7788
7/3/2012,16.834
8/3/2012,15.6996
9/3/2012,15.3881
12/3/2012,15.0377
13/3/2012,14.4861
14/3/2012,15.4362
15/3/2012,15.0922
16/3/2012,14.4054
19/3/2012,14.2206
20/3/2012,14.4641
21/3/2012,13.8799
22/3/2012,15.0533
23/3/2012,13.8056
26/3/2012,13.1282
27/3/2012,13.7522
28/3/2012,14.6729
29/3/2012,14.2644
30/3/2012,14.0468
2/4/2012,13.9072
3/4/2012,14.6408
4/4/2012,15.0548
5/4/2012,15.3946
9/4/2012,16.3513
10/4/2012,18.6545
11/4/2012,18.1679
12/4/2012,16.7153
13/4/2012,17.2874
16/4/2012,17.8881
17/4/2012,16.4181
18/4/2012,16.5501
19/4/2012,17.0745
20/4/2012,16.3
23/4/2012,17.1256
24/4/2012,16.752
25/4/2012,15.3381
26/4/2012,14.5588
27/4/2012,14.459
30/4/2012,15.2846
1/5/2012,14.5293
2/5/2012,15.0135
3/5/2012,15.4855
4/5/2012,16.6776
7/5/2012,16.625
8/5/2012,16.7788
9/5/2012,17.7332
10/5/2012,16.9605
11/5/2012,17.3925
14/5/2012,18.8008
15/5/2012,19.7551
16/5/2012,19.9925
17/5/2012,20.817
18/5/2012,21.9716
21/5/2012,19.9916
22/5/2012,19.8534
23/5/2012,20.2354
24/5/2012,19.9801
25/5/2012,20.0022
29/5/2012,18.9737
30/5/2012,20.3962
31/5/2012,20.2876
1/6/2012,23.3105
4/6/2012,23.2601
5/6/2012,22.1636
6/6/2012,20.6509
7/6/2012,19.1094
8/6/2012,19.1711
11/6/2012,20.5162
12/6/2012,20.558
13/6/2012,22.1107
14/6/2012,20.9583
15/6/2012,18.876
18/6/2012,17.4314
19/6/2012,16.7105
20/6/2012,16.8786
21/6/2012,18.6241
22/6/2012,17.2667
25/6/2012,18.5288
26/6/2012,18.1439
27/6/2012,18.2788
28/6/2012,18.8467
29/6/2012,16.4417
2/7/2012,15.6951
3/7/2012,15.2931
5/7/2012,15.9585
6/7/2012,16.1873
9/7/2012,16.4906
10/7/2012,17.1887
11/7/2012,17.0906
12/7/2012,16.9486
13/7/2012,15.8092
16/7/2012,15.9789
17/7/2012,15.3864
18/7/2012,14.9474
19/7/2012,14.8773
20/7/2012,15.3985
23/7/2012,16.6842
24/7/2012,18.3026
25/7/2012,17.5039
26/7/2012,16.105
27/7/2012,15.087
30/7/2012,15.9677
31/7/2012,16.4072
1/8/2012,16.2398
2/8/2012,16.3595
3/8/2012,14.9691
6/8/2012,14.7313
7/8/2012,14.8466
8/8/2012,14.6814
9/8/2012,14.3256
10/8/2012,14.1818
13/8/2012,14.1649
14/8/2012,14.6492
15/8/2012,14.7631
16/8/2012,14.5181
17/8/2012,13.9518
20/8/2012,14.2379
21/8/2012,14.6682
22/8/2012,14.6937
23/8/2012,15.4946
24/8/2012,14.8467
27/8/2012,15.2372
28/8/2012,15.5022
29/8/2012,15.7341
30/8/2012,16.4343
31/8/2012,16.3342
4/9/2012,16.3114
5/9/2012,15.9981
6/9/2012,14.7484
7/9/2012,13.6366
10/9/2012,14.2111
11/9/2012,14.5565
12/9/2012,14.3739
13/9/2012,13.0211
14/9/2012,13.5538
17/9/2012,13.9318
18/9/2012,13.38
19/9/2012,12.9127
20/9/2012,13.015
21/9/2012,12.5696
24/9/2012,12.6429
25/9/2012,13.4602
26/9/2012,14.4589
27/9/2012,13.2095
28/9/2012,13.7351
1/10/2012,14.1614
2/10/2012,14.1963
3/10/2012,13.72
4/10/2012,13.3346
5/10/2012,13.3374
8/10/2012,13.6648
9/10/2012,14.4747
10/10/2012,14.6315
11/10/2012,14.2095
12/10/2012,14.371
15/10/2012,14.0186
16/10/2012,13.7322
17/10/2012,13.4584
18/10/2012,13.5251
19/10/2012,14.4511
22/10/2012,14.9597
23/10/2012,15.7146
24/10/2012,15.9642
25/10/2012,15.7451
26/10/2012,15.0853
31/10/2012,15.553
1/11/2012,14.4785
2/11/2012,14.9019
5/11/2012,15.5391
6/11/2012,14.9781
7/11/2012,16.1403
8/11/2012,16.3191
9/11/2012,16.5025
12/11/2012,15.9818
13/11/2012,15.592
14/11/2012,16.5878
15/11/2012,17.0192
16/11/2012,15.8055
19/11/2012,14.2628
20/11/2012,14.1094
21/11/2012,14.1596
23/11/2012,13.6487
26/11/2012,14.0464
27/11/2012,14.2033
28/11/2012,14.1681
29/11/2012,13.827
30/11/2012,14.4142
3/12/2012,14.8828
4/12/2012,15.4193
5/12/2012,14.9934
6/12/2012,15.3474
7/12/2012,14.7682
10/12/2012,14.856
11/12/2012,14.6156
12/12/2012,14.5962
13/12/2012,15.2774
14/12/2012,15.493
17/12/2012,15.1577
18/12/2012,14.2644
19/12/2012,15.0166
20/12/2012,15.2045
21/12/2012,15.6894
24/12/2012,15.923
26/12/2012,16.5412
27/12/2012,16.9555
28/12/2012,17.7681
31/12/2012,16.2264
2/1/2013,13.7863
3/1/2013,13.8152
4/1/2013,13.2711
7/1/2013,13.5415
8/1/2013,13.4564
9/1/2013,13.7236
10/1/2013,13.2902
11/1/2013,13.1704
14/1/2013,13.4289
15/1/2013,13.2764
16/1/2013,13.1778
17/1/2013,13.0085
18/1/2013,12.1864
22/1/2013,11.6693
23/1/2013,11.3113
24/1/2013,11.5559
25/1/2013,11.3598
28/1/2013,11.9051
29/1/2013,11.4815
30/1/2013,12.0934
31/1/2013,12.4595
1/2/2013,11.5746
4/2/2013,12.4663
5/2/2013,11.7971
6/2/2013,12.0205
7/2/2013,12.1091
8/2/2013,11.5895
11/2/2013,11.5793
12/2/2013,11.3747
13/2/2013,11.5686
14/2/2013,11.2321
15/2/2013,11.2378
19/2/2013,10.8035
20/2/2013,12.3171
21/2/2013,12.801
22/2/2013,12.4085
25/2/2013,14.5408
26/2/2013,14.5901
27/2/2013,12.4227
28/2/2013,12.5973
1/3/2013,12.9071
4/3/2013,12.3113
5/3/2013,11.7401
6/3/2013,11.8277
7/3/2013,11.5931
8/3/2013,11.377
11/3/2013,11.1695
12/3/2013,11.4254
13/3/2013,11.3263
14/3/2013,10.8831
15/3/2013,11.0606
18/3/2013,11.9386
19/3/2013,12.9471
20/3/2013,11.6132
21/3/2013,12.1826
22/3/2013,12.522
25/3/2013,12.5897
26/3/2013,11.6605
27/3/2013,11.7659
28/3/2013,11.6406
1/4/2013,12.342
2/4/2013,11.6958
3/4/2013,12.4369
4/4/2013,12.4591
5/4/2013,12.6916
8/4/2013,12.0637
9/4/2013,11.4123
10/4/2013,11.297
11/4/2013,11.2934
12/4/2013,11.293
15/4/2013,13.6639
16/4/2013,12.4914
17/4/2013,14.0771
18/4/2013,14.9343
19/4/2013,13.3497
22/4/2013,12.7397
23/4/2013,11.9902
24/4/2013,12.0075
25/4/2013,12.2451
26/4/2013,12.0319
29/4/2013,12.059
30/4/2013,12.0428
1/5/2013,12.7016
2/5/2013,12.0237
3/5/2013,11.56
6/5/2013,11.388
7/5/2013,11.372
8/5/2013,11.551
9/5/2013,11.9052
10/5/2013,11.8529
13/5/2013,12.126
14/5/2013,12.1693
15/5/2013,12.2056
16/5/2013,12.2566
17/5/2013,11.8336
20/5/2013,12.2528
21/5/2013,12.6986
22/5/2013,13.5047
23/5/2013,13.2139
24/5/2013,13.0844
28/5/2013,12.9989
29/5/2013,13.2734
30/5/2013,13.0455
31/5/2013,13.7313
3/6/2013,14.58
4/6/2013,14.7487
5/6/2013,15.2948
6/6/2013,15.1786
7/6/2013,13.9402
10/6/2013,14.0116
11/6/2013,15.0029
12/6/2013,16.4131
13/6/2013,15.0732
14/6/2013,15.2979
17/6/2013,15.4071
18/6/2013,14.7643
19/6/2013,14.3063
20/6/2013,17.6741
21/6/2013,16.1301
24/6/2013,17.2908
25/6/2013,16.2642
26/6/2013,15.5924
27/6/2013,15.3117
28/6/2013,15.2508
1/7/2013,15.0608
2/7/2013,15.4095
3/7/2013,14.9992
5/7/2013,14.2973
8/7/2013,13.696
9/7/2013,13.2173
10/7/2013,13.2283
11/7/2013,12.9839
12/7/2013,13.2045
15/7/2013,12.9493
16/7/2013,13.555
17/7/2013,13.0536
18/7/2013,12.8401
19/7/2013,12.3468
22/7/2013,11.9654
23/7/2013,11.9584
24/7/2013,12.5046
25/7/2013,12.2153
26/7/2013,12.124
29/7/2013,12.386
30/7/2013,12.2888
31/7/2013,12.08
1/8/2013,11.9323
2/8/2013,11.4475
5/8/2013,11.2483
6/8/2013,11.9021
7/8/2013,12.1469
8/8/2013,11.9504
9/8/2013,12.2244
12/8/2013,12.7472
13/8/2013,12.1565
14/8/2013,12.4214
15/8/2013,13.6542
16/8/2013,13.3641
19/8/2013,13.8209
20/8/2013,13.4217
21/8/2013,13.857
22/8/2013,13.4885
23/8/2013,13.0515
26/8/2013,13.5957
27/8/2013,15.2564
28/8/2013,14.7601
29/8/2013,15.3579
30/8/2013,15.5303
3/9/2013,15.3428
4/9/2013,14.7637
5/9/2013,14.3948
6/9/2013,14.2159
9/9/2013,13.9134
10/9/2013,13.2806
11/9/2013,12.7724
12/9/2013,13.0084
13/9/2013,12.9695
16/9/2013,12.8517
17/9/2013,13.0543
18/9/2013,12.4636
19/9/2013,12.3838
20/9/2013,12.5753
23/9/2013,13.1902
24/9/2013,12.9353
25/9/2013,12.8824
26/9/2013,12.9149
27/9/2013,13.4948
30/9/2013,14.3522
1/10/2013,13.8061
2/10/2013,14.2436
3/10/2013,14.8874
4/10/2013,14.491
7/10/2013,15.7894
8/10/2013,16.9954
9/10/2013,16.392
10/10/2013,14.4383
11/10/2013,13.726
14/10/2013,13.4586
15/10/2013,14.5559
16/10/2013,12.9659
17/10/2013,11.7514
18/10/2013,11.5719
21/10/2013,11.5194
22/10/2013,11.6518
23/10/2013,11.8209
24/10/2013,11.4829
25/10/2013,11.5595
28/10/2013,11.6537
29/10/2013,11.699
30/10/2013,11.9923
31/10/2013,11.9037
1/11/2013,11.855
4/11/2013,11.6077
5/11/2013,11.735
6/11/2013,11.6023
7/11/2013,12.3334
8/11/2013,11.7541
11/11/2013,11.698
12/11/2013,11.8395
13/11/2013,11.7619
14/11/2013,11.4387
15/11/2013,11.2794
18/11/2013,11.6729
19/11/2013,11.7598
20/11/2013,11.6782
21/11/2013,11.224
22/11/2013,10.9642
25/11/2013,11.1463
26/11/2013,11.1453
27/11/2013,11.2909
29/11/2013,11.7124
2/12/2013,11.9124
3/12/2013,12.463
4/12/2013,12.3798
5/12/2013,12.7675
6/12/2013,11.7538
9/12/2013,11.7839
10/12/2013,11.932
11/12/2013,12.886
12/12/2013,12.9313
13/12/2013,12.9357
16/12/2013,13.3121
17/12/2013,13.1407
18/12/2013,11.8563
19/12/2013,11.5342
20/12/2013,11.1552
23/12/2013,10.9333
24/12/2013,10.5131
26/12/2013,10.5165
27/12/2013,10.6942
30/12/2013,11.3972
31/12/2013,11.8648
2/1/2014,12.0056
3/1/2014,11.7438
6/1/2014,11.6309
7/1/2014,11.3279
8/1/2014,11.4879
9/1/2014,11.2411
10/1/2014,10.9156
13/1/2014,12.0605
14/1/2014,11.3002
15/1/2014,11.2937
16/1/2014,11.3502
17/1/2014,11.3657
21/1/2014,11.2457
22/1/2014,11.1103
23/1/2014,11.8849
24/1/2014,14.023
27/1/2014,13.6847
28/1/2014,13.2922
29/1/2014,14.3158
30/1/2014,14.0475
31/1/2014,14.9753
3/2/2014,16.8438
4/2/2014,15.3594
5/2/2014,16.0783
6/2/2014,14.2284
7/2/2014,12.8596
10/2/2014,12.7686
11/2/2014,12.1559
12/2/2014,12.1716
13/2/2014,11.9591
14/2/2014,11.6174
18/2/2014,11.7942
19/2/2014,12.7922
20/2/2014,12.1395
21/2/2014,11.9779
24/2/2014,11.9788
25/2/2014,11.9276
26/2/2014,12.2283
27/2/2014,11.8111
28/2/2014,11.7752
3/3/2014,13.2034
4/3/2014,11.9289
5/3/2014,11.9784
6/3/2014,12.1267
7/3/2014,12.1019
10/3/2014,12.2058
11/3/2014,12.6313
12/3/2014,12.4884
13/3/2014,13.7908
14/3/2014,14.4999
17/3/2014,13.1749
18/3/2014,12.5463
19/3/2014,12.8594
20/3/2014,12.2565
21/3/2014,12.467
24/3/2014,12.7809
25/3/2014,12.3165
26/3/2014,12.9069
27/3/2014,12.8309
28/3/2014,12.3893
31/3/2014,12.039
1/4/2014,11.41269
2/4/2014,11.53719
3/4/2014,11.85431
4/4/2014,12.274
7/4/2014,13.27313
8/4/2014,12.796
9/4/2014,12.14213
10/4/2014,13.70138
11/4/2014,14.45131
14/4/2014,13.913
15/4/2014,13.61069
16/4/2014,12.65038
17/4/2014,11.85288
21/4/2014,12.05331
22/4/2014,11.81331
23/4/2014,12.05763
24/4/2014,12.12419
25/4/2014,12.64438
28/4/2014,12.14913
29/4/2014,11.91338
30/4/2014,11.9235
1/5/2014,11.77781
2/5/2014,11.66388
